id	title	revenue	vote_count	vote_average	popularity
34151	Blame It on the Bellboy	0	15	5.8	7.777791000000001
15797	Only the Strong	3283371	30	6.8	7.96433
9548	The Adventures of Ford Fairlane	20423389	72	6.2	3.834949
1937	Bonjour Tristesse	0	23	7.0	2.743088
26712	The Enforcer	0	21	7.4	1.8931490000000002
1882	The Men	0	18	6.5	5.670881
70627	Ransom	0	19	5.9	2.168976
17258	The Pick-up Artist	13290368	35	5.4	3.799983
34681	Melvin Goes to Dinner	0	5	3.8	1.097895
118910	The Court-Martial of Billy Mitchell	0	7	7.4	0.288597
6277	Crime Spree	0	23	6.1	2.529571
11429	Beyond Re-Animator	0	56	5.6	3.826178
47072	Final Cut	0	7	5.5	0.468304
33642	Hells Angels on Wheels	0	11	6.2	6.325139
14815	The Wind and the Lion	0	48	6.7	8.627187
427	Mon oncle	0	98	7.3	11.06066
43049	Where the Boys Are	0	6	6.0	0.8047310000000001
3022	Dr. Jekyll and Mr. Hyde	0	31	6.6	2.225578
778	Monsieur  Hulot's Holiday	0	76	7.3	4.328916
3088	My Darling Clementine	0	82	7.5	8.869419
23152	People Will Talk	0	20	6.6	1.276632
23567	I Was a Male War Bride	0	30	6.7	1.8530790000000001
102057	Divorce American Style	0	7	5.4	1.539648
52367	Kiss Them for Me	0	10	4.9	0.7868310000000001
22584	To Have and Have Not	3650000	112	7.6	10.003167
27725	High Sierra	0	66	7.0	6.27696
16227	Dark Passage	0	81	7.2	6.287228
980	The Ox-Bow Incident	0	71	7.9	5.546182
16933	They Drive by Night	0	25	6.7	2.1907970000000003
42094	Micki & Maude	0	13	6.0	1.053524
26884	Platinum Blonde	0	7	6.0	1.974577
37833	Reefer Madness	0	31	4.1	1.602866
18995	D.O.A.	0	46	7.2	7.005083
43759	The Boy with Green Hair	0	19	6.1	1.345564
5205	Pumping Iron	0	136	7.0	5.866383
2017	No Good Deed	0	56	5.2	4.165629
38606	The Trouble with Angels	0	17	7.0	1.4526459999999999
14239	Cool World	14110589	135	4.9	11.781895
55448	Money for Nothing	1044824	21	5.1	4.08938
21779	The Silencers	16318124	18	6.5	2.311461
71189	Where Angels Go, Trouble Follows	0	5	4.9	1.088001
67794	Heat and Dust	0	7	5.9	0.090019
73515	Mesmerized	0	4	4.4	1.0085
405	La Strada	0	196	7.5	5.948021
9696	Ichi the Killer	0	228	7.0	8.992796
4917	A Boy and His Dog	0	90	6.5	8.386787
37774	The Last Tycoon	0	27	6.2	2.709464
5055	Ashes and Diamonds	0	46	7.5	2.896039
40140	Marooned	0	17	6.8	1.785956
42040	King David	0	7	6.1	0.937702
29933	Kanał	0	19	7.3	2.5997310000000002
35888	Cat Chaser	0	7	3.6	0.547716
3059	Intolerance: Love's Struggle Throughout the Ages	0	63	7.4	4.282118
22727	The Beast of Yucca Flats	0	18	1.6	0.93079
28586	Tormented	0	9	5.0	0.9305700000000001
56157	The Violent Years	0	3	4.0	0.129098
11708	Chitty Chitty Bang Bang	0	193	6.8	13.852147
27329	The Legend of Suriyothai	0	6	5.1	1.236038
42514	Plaza Suite	0	9	6.8	4.597434
20444	The Out of Towners	0	24	7.1	1.945528
17736	Where the Day Takes You	0	13	5.6	1.403849
114046	The Three Stooges in Orbit	0	3	6.0	0.445183
82283	It	0	6	6.5	0.594437
1954	The Butterfly Effect	96060858	2119	7.3	12.994939
13476	Win a Date with Tad Hamilton!	16980098	163	5.5	5.924226
11194	Touching the Void	13885802	139	7.6	7.594022
12634	The Big Bounce	6808550	77	5.0	6.496271
13505	The Perfect Score	0	136	5.6	6.2425
14114	You Got Served	0	75	4.8	3.7072160000000003
15708	Latter Days	819939	57	6.8	3.334942
21301	Barbershop 2:  Back in Business	65070412	77	5.7	8.353739
20483	Catch That Kid	16702864	78	5.0	5.226389
14292	Miracle	64445708	162	7.0	8.248999000000001
44539	An Amazing Couple	0	3	7.0	0.108259
1278	The Dreamers	15121165	680	7.2	6.685981
18841	The Lost Skeleton of Cadavra	0	30	6.5	2.0738689999999997
25925	Who's the Man?	0	9	5.0	0.8628540000000001
32035	Love at Large	0	9	5.1	4.6336379999999995
74395	Hangin' With The Homeboys	0	10	6.0	2.675068
19361	Sleep with Me	161410	11	5.3	6.398905
81824	Just Between Friends	0	2	2.5	0.159657
21968	Super Fly	0	31	7.0	1.222538
29493	A Piece of the Action	0	4	6.5	1.266846
29473	Let's Do It Again	11800000	10	7.7	1.411831
29464	Uptown Saturday Night	0	14	6.4	2.0081290000000003
37900	Hell's Kitchen	0	12	5.4	2.973539
91390	The Innocent	0	5	6.1	0.505207
33557	Daddy and Them	0	6	5.6	8.404739
7008	The Wilby Conspiracy	0	6	6.7	2.552926
30566	Blacula	0	41	5.7	2.697458
42466	Scream Blacula Scream	0	17	6.0	1.059192
76176	Da Hip Hop Witch	0	2	1.0	0.22164499999999998
18446	Swing Shift	0	11	5.0	1.787996
22004	Trespass	0	46	6.2	9.879725
11023	Thirteen	4601043	355	6.6	14.379879
47802	Simple Men	0	12	7.1	1.595591
92298	The Sailor Who Fell from Grace with the Sea	0	7	6.4	0.000308
35227	Foolish Wives	400200	10	6.4	0.838095
29852	Silent Night, Bloody Night	0	22	5.3	3.86571
23001	The Sin of Harold Diddlebock	0	5	6.6	0.557728
51049	Pontiac Moon	0	3	4.8	0.690606
11221	Best Defense	19265302	25	3.6	1.9751740000000002
1824	50 First Dates	196482882	2161	6.6	11.134888
16784	Welcome to Mooseport	14000000	54	4.8	3.832792
44674	After Life	0	2	7.0	0.097876
292090	Face	0	0	0.0	0.0030269999999999997
11083	Kitchen Stories	0	24	7.0	6.164594
54045	The Code	0	9	5.1	0.903935
337	Monsieur Ibrahim	11576431	39	7.0	8.260823
11951	Vanishing Point	72266306	110	7.1	5.184012999999999
43376	Diary of a Country Priest	0	41	7.7	2.957558
28963	The Thief of Bagdad	1213880	37	7.4	3.878515
2576	The Diary of Anne Frank	0	79	7.3	5.733434
22561	Allegro non troppo	0	22	6.9	1.115905
19345	Black Widow	25205460	45	6.0	3.245911
14430	Herod's Law	0	23	7.7	1.955107
12775	Flesh + Blood	0	87	6.3	13.006729
9838	King Solomon's Mines	238227	101	5.0	6.138795
50075	The Black Pirate	0	14	6.9	1.570282
2099	Raw Deal	16209459	159	5.5	9.292099
42852	Goodbye, Mr. Chips	0	30	7.2	9.042736999999999
40454	Follow Me, Boys!	0	7	4.9	4.249146
6470	Fire Birds	0	35	4.5	2.65559
20032	Robot Stories	0	5	3.7	1.097132
8842	Against the Ropes	6614280	32	4.5	1.381022
11132	Confessions of a Teenage Drama Queen	29331068	228	5.1	7.423275
9352	EuroTrip	20796847	673	6.5	6.275468
615	The Passion of the Christ	611899420	888	6.9	13.194168
11217	Club Dread	5001655	107	5.1	6.57613
10677	Dirty Dancing: Havana Nights	27685016	154	6.0	4.475359
13572	Twisted	25195000	127	5.3	5.376246
30735	Alila	0	3	6.0	0.17266900000000002
338	Good bye, Lenin!	79384880	602	7.4	10.605595
2023	Hidalgo	108103450	321	6.5	8.140709
9384	Starsky & Hutch	170268750	661	5.6	10.776138000000001
25935	The Reckoning	0	33	6.4	3.5295650000000003
797	Persona	0	353	8.0	8.862627999999999
42602	The Passion of Anna	0	33	7.2	2.5754610000000002
60792	Walk on the Wild Side	0	7	5.3	1.123864
70113	Tokyo Joe	0	4	6.1	0.7992560000000001
47474	The Serpent's Egg	0	20	5.8	2.0553209999999997
56188	Fire Down Below	0	4	6.5	1.0214290000000001
29084	Le Corbeau	0	32	7.3	1.957418
1723	The Front	0	33	6.2	2.81672
25955	Pickup on South Street	0	57	7.2	6.366499
41876	The Damned	0	30	6.8	2.2129790000000003
62190	American Gun	0	3	5.7	0.246518
43323	Richard III	0	26	6.8	1.971284
67022	Quartet	0	6	4.6	0.24829099999999998
24548	Just One of the Guys	0	64	6.4	3.922068
31602	The Chase	0	39	6.7	3.0828889999999998
57744	The Kiss	0	15	5.6	0.646642
37044	Wisconsin Death Trip	0	7	5.4	0.853628
42989	The Wrong Arm of the Law	0	8	6.9	0.6772729999999999
17047	Agent Cody Banks 2: Destination London	28818995	145	5.2	12.59201
10591	The Girl Next Door	30411183	844	6.3	13.083718
1586	Secret Window	92913171	1007	6.4	9.524283
11169	Spartan	8112712	104	6.3	7.3645190000000005
49689	Broken Wings	0	13	6.8	1.046869
266687	Games People Play	0	0	0.0	0.002353
66660	How to Draw a Bunny	0	0	0.0	0.0026920000000000004
156	Wilbur Wants to Kill Himself	0	25	6.8	2.651412
2778	Clifford	7411659	17	5.3	2.459293
10433	Mad Dog and Glory	11081586	78	5.5	4.769347
47168	The Wind in the Willows	1	16	4.9	1.4103219999999999
58995	Night Crossing	0	8	5.7	1.1326889999999998
43236	Peyton Place	0	16	6.3	1.990531
142168	Searching for Debra Winger	0	3	8.3	0.439424
40752	Walk Like a Man	0	3	4.0	0.927452
924	Dawn of the Dead	102356381	1039	6.8	13.157873
38	Eternal Sunshine of the Spotless Mind	72258126	3758	7.9	12.906327000000001
11081	Taking Lives	65470529	356	6.0	7.85646
4377	The Child I Never Was	0	5	8.0	0.473153
16941	Intermission	4856298	51	6.4	3.715985
1720	Noi the Albino	0	27	6.3	1.7093029999999998
9541	Jersey Girl	36098382	333	5.8	5.706507
5516	The Ladykillers	0	421	6.0	13.106691
20304	Never Die Alone	5923000	34	5.7	6.212433
11024	Scooby-Doo 2: Monsters Unleashed	181466833	519	5.4	7.65458
53734	A Foreign Affair	0	4	5.8	0.8598600000000001
553	Dogville	16680836	619	7.6	9.808595
10544	Ned Kelly	6585516	114	6.1	11.478361
1487	Hellboy	99318987	2278	6.5	13.206854000000002
13700	Home on the Range	103951461	405	5.7	8.555544
11137	The Prince & Me	0	286	5.9	11.631511
11358	Walking Tall	57223890	387	6.0	10.577565
13573	The United States of Leland	343816	91	6.5	10.087404
19084	Johnson Family Vacation	31179516	31	4.8	3.223039
10733	The Alamo	25819961	108	5.8	12.240901
14442	Ella Enchanted	27388767	454	5.9	11.316988
2122	The Whole Ten Yards	26155781	282	5.5	7.156060000000001
25300	I'm Not Scared	0	235	7.1	4.422618
14576	Shade	0	74	6.1	5.864457
13432	Since Otar Left	0	13	5.7	0.512099
26636	Twentynine Palms	0	20	5.3	1.516165
6844	The Ten Commandments	122700000	358	7.5	11.147039999999999
923	Dawn of the Dead	55000000	597	7.4	19.24201
2587	Brother Sun, Sister Moon	0	17	6.3	1.7632430000000001
3591	One Million Years B.C.	0	48	5.8	4.091602
28026	Prey for Rock & Roll	0	6	4.3	0.8344209999999999
26176	Mother, Jugs & Speed	0	12	5.8	5.0160849999999995
41857	Bandolero!	12000000	20	6.2	1.469044
78364	The Slugger's Wife	1878561	2	3.8	0.000308
10338	Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes	29950000	40	6.4	5.191425
33839	Cheaper by the Dozen	0	25	6.4	2.084567
133919	Scenes from a Marriage	0	44	8.3	2.8456930000000003
95548	Baby the Rain Must Fall	0	8	5.3	0.598636
50549	Belles on their Toes	0	4	7.1	0.8752780000000001
38978	Ned Kelly	0	3	4.7	0.695389
92331	Beyond the Stars	0	4	5.8	0.9894229999999999
111883	Mac	0	5	3.0	0.810792
42245	The Food of the Gods	0	29	4.9	1.4516870000000002
68347	Food of the Gods II	0	8	5.8	1.159883
89488	Anna	0	3	7.3	0.11761400000000001
34082	Road to Bali	0	22	6.5	2.7136880000000003
22999	The Flying Deuces	0	25	6.4	3.60402
20278	Africa Screams	0	17	6.6	5.021008999999999
18698	Jack and the Beanstalk	0	12	6.0	1.556265
47201	High Risk	0	5	6.1	0.8090310000000001
12239	The Osterman Weekend	6486797	34	6.0	9.425108
4365	Munchies	0	6	4.7	1.107734
86182	The Cat and the Canary	0	14	5.9	0.17535699999999999
45862	Hangman's Curse	0	9	5.5	0.965268
65066	Going in Style	0	10	6.9	1.32675
42228	The Late Show	0	11	5.9	0.78483
16561	The Sunshine Boys	0	26	6.8	2.055346
54655	Jersey Girl	0	7	5.5	1.085018
70779	The American Nightmare	0	8	6.1	0.309421
10843	After Hours	10609321	251	7.4	6.5831610000000005
2098	Viva Las Vegas	0	28	5.7	6.3634889999999995
65332	Love and Anarchy	0	8	7.0	0.614959
34303	Hitman Hart: Wrestling with Shadows	0	18	7.4	1.2266620000000001
15673	Connie and Carla	11341016	24	6.4	9.502332000000001
393	Kill Bill: Vol. 2	152159461	4061	7.7	21.533072
7220	The Punisher	54700105	786	6.1	18.250919
33823	Paper Clips	0	4	6.1	0.22416399999999997
163676	A Thousand Clouds of Peace	0	4	4.3	0.16008499999999998
237	Young Adam	2500000	46	5.9	5.235419
126117	"This So-Called Disaster: Sam Shepard Directs ""The Late Henry Moss"""	0	0	0.0	0.053866
10096	13 Going on 30	96455697	1260	6.3	12.632595
9509	Man on Fire	130293714	1583	7.3	9.635691
19016	Clifford's Really Big Movie	0	5	5.1	2.1827970000000003
60645	MC5: A True Testimonial	0	0	0.0	0.009044
10710	Envy	0	144	4.8	13.094205
11058	Godsend	30114487	114	4.7	11.271148
11141	Laws of Attraction	30016165	104	5.6	5.739139
10625	Mean Girls	129042871	2401	6.9	11.454835000000001
54807	Mickey	293793	1	6.5	0.33261999999999997
11025	New York Minute	0	191	5.6	5.659198
7131	Van Helsing	300257475	1674	6.0	12.643312
26899	The Mudge Boy	62852	24	7.3	7.137026
30125	Valentin	0	19	7.1	1.7566830000000002
16428	Breakin' All the Rules	0	21	5.8	5.414749
652	Troy	497409852	2841	6.9	15.387275
8440	Carandiru	0	81	7.1	4.345806
883	Coffee and Cigarettes	7897645	216	6.9	5.3255300000000005
38018	Strayed	0	24	6.0	2.2025240000000004
96461	Dance Me Outside	304852	5	7.0	0.49998400000000004
34377	The Boys in the Band	0	16	6.6	2.502984
20375	Raid	0	10	5.9	0.366841
10375	D-Tox	6416302	126	5.4	13.374414999999999
42015	Swimming to Cambodia	0	6	6.4	0.22524899999999998
68440	Watch on the Rhine	0	9	6.2	0.958211
12503	Under Fire	0	38	6.9	2.7803310000000003
11864	Enemy Mine	12303411	253	6.7	9.802889
9461	Enter the Dragon	90000000	489	7.3	10.687757000000001
57811	Foreign Land	0	8	6.9	1.5676139999999998
132	The Rolling Stones: Gimme Shelter	0	42	7.8	2.3360220000000003
28276	Good Morning	0	37	7.2	2.284852
18329	Happy Together	0	103	7.7	5.933971
17993	Henry & June	11567449	40	6.3	4.459959
37447	Berkeley in the Sixties	0	2	4.3	0.10664000000000001
4339	The Nasty Girl	0	5	5.9	0.7348600000000001
42108	Entre Nous	0	5	7.5	1.137893
18513	The Naked Prey	0	23	7.0	2.243937
26517	Martin	0	50	7.0	3.965407
28285	The Three Faces of Eve	0	24	7.3	2.030279
22137	The Kingdom	0	62	8.0	5.230666
5247	Mercy	0	6	5.2	1.520526
31676	Desperate Hours	0	37	5.3	3.233994
49622	The Passion of Ayn Rand	0	3	2.0	0.791025
238952	Along the Coast	0	4	9.0	0.38209099999999996
10035	100 Girls	0	119	5.6	5.136537000000001
502	Fail-Safe	0	83	7.6	4.225974
41965	Paperhouse	241	37	6.6	3.520171
10347	Dobermann	0	110	6.4	6.774792999999999
1373	The Discovery of Heaven	0	5	5.2	1.0097040000000002
30959	Kwaidan	0	68	7.5	4.130372
43341	Cat-Women of the Moon	0	8	3.3	1.337813
20561	28 Up	0	19	7.9	0.018017
13055	Chance	0	3	6.8	0.542401
667	You Only Live Twice	111584787	541	6.5	10.359669
700	Octopussy	187500000	534	6.2	10.619302000000001
21594	The Blue Gardenia	0	15	6.2	1.9468020000000001
26976	Wit	0	31	7.0	2.593469
36670	Never Say Never Again	160000000	348	5.8	10.231985
18872	Maborosi	0	26	7.2	2.0505619999999998
44864	The Magic Flute	0	15	7.1	0.658086
31993	Midnight	0	18	7.0	2.2392119999999998
43818	Pride and Prejudice	0	32	7.3	2.323028
28290	The Man in the Gray Flannel Suit	0	15	6.7	6.537021
24650	The Fountainhead	0	33	6.9	4.8669970000000005
55086	Old Acquaintance	0	7	6.0	0.6326689999999999
43525	In This Our Life	0	13	6.2	6.312577
20640	Woman of the Year	0	31	6.9	2.83303
50363	Summertime	0	29	6.6	2.577128
633	Soldier of Orange	0	39	7.4	2.348745
5511	Le Samouraï	39481	187	7.9	9.091288
41003	White Palace	17487531	33	6.2	2.59282
13936	Oklahoma!	0	47	6.3	8.455347999999999
294	Desert Hearts	2400000	21	6.7	1.553107
11507	Body Double	8801940	138	6.4	9.836894000000001
17538	Rooster Cogburn	8022000	39	6.2	12.140407000000002
10435	Chaplin	0	243	7.5	8.243107
1162	The Miracle Worker	2500000	65	7.5	4.368765
34328	Monster in a Box	311245	4	4.8	0.009961
47108	I Come	124994	5	6.8	0.26467199999999996
47140	Midnight	0	0	0.0	0.00413
40930	If You Only Knew	0	2	5.5	0.11448699999999999
14684	School Ties	14715067	97	6.3	7.438381
58467	Girl	0	12	4.7	8.532861
10261	Switch	0	53	5.6	3.292828
163869	Just Write	0	4	3.5	0.700719
13937	Raising Cain	37170057	66	5.9	8.816951
25355	Irma Vep	0	25	6.3	1.808369
29601	Buck Privates	0	14	6.7	1.633148
66115	Nice Guys Sleep Alone	0	3	4.7	0.21429099999999998
118617	Divorce Iranian Style	0	4	7.8	0.15523299999999998
23981	Iron And Silk	0	1	6.0	0.00022
14980	Rose Red	0	107	6.6	6.965725
26670	Noises Off...	2280148	38	7.0	4.179487
44047	Wildflowers	0	2	5.8	0.11246800000000001
10940	Babylon 5: In the Beginning	0	46	7.3	3.680772
31965	Witchfinder General	0	52	6.4	8.658708
5842	Versus	0	50	6.0	2.304575
19463	The Canterville Ghost	0	12	5.9	1.300589
24012	The Prince and the Showgirl	0	48	6.3	3.4241949999999997
988	The China Syndrome	51718367	99	7.0	4.621214
125103	Who the Hell Is Juliette?	0	2	5.5	0.100488
204	The Wages of Fear	0	176	7.9	7.643793
9356	Look Who's Talking Too	0	317	5.0	6.42968
32430	The Bells of St. Mary's	21300000	42	7.3	2.614074
42231	You Light Up My Life	0	6	5.3	0.41117600000000004
16113	The Delta Force	17768900	98	5.2	7.224683
33575	Pat and Mike	0	18	5.9	2.415004
13913	Animal Crackers	0	45	7.2	4.750686
17956	He Said, She Said	0	26	4.8	4.150196
18209	Bedazzled	0	42	6.3	8.491505
25508	Cat People	4000000	96	6.9	5.110716
18978	Camelot	0	31	6.4	3.30865
27171	The Lonely Guy	0	41	6.4	4.273982
29486	The Comedy of Terrors	0	25	6.4	2.133184
12310	The Four Musketeers	0	49	6.4	5.512439
42205	Good Guys Wear Black	18300000	19	5.7	2.261946
27786	Steel Dawn	0	33	4.7	2.605644
9624	On Deadly Ground	49000000	109	4.6	6.678661
95514	Boy Meets Girl	0	4	3.9	0.20205399999999998
37296	Protocol	0	21	6.0	3.665599
25736	The Postman Always Rings Twice	0	66	7.0	5.68705
25389	Matinee	9532895	52	6.4	7.256473
44807	Forever Fever	570000	4	5.1	0.170074
5248	Virtual Sexuality	0	8	5.6	0.451689
52794	Baxter	0	12	6.4	0.005568
9872	Explorers	9873044	120	6.2	4.935932
19552	The Scent of Green Papaya	0	37	7.4	3.4816519999999995
2786	Pierrot le Fou	0	134	7.7	5.606909
8075	Weekend	0	48	7.2	2.9370130000000003
94771	One Hundred and One Nights	0	4	6.8	1.1159379999999999
50271	Strange Cargo	0	6	6.6	0.7369
38274	Seven Girlfriends	0	2	6.0	0.637771
26133	Tuesdays with Morrie	0	10	6.0	1.7392580000000002
68981	Temptation of a Monk	0	2	6.0	0.103153
10235	Alexander Nevsky	0	26	6.8	1.915541
11533	Jason and the Argonauts	0	138	7.1	6.222085
2817	Same Old Song	0	15	6.9	7.272303999999999
1394	Nostalgia	0	77	7.5	4.235709
1719	The Soft Skin	0	30	7.1	2.137534
140207	Tinker Tailor Soldier Spy	0	10	7.6	1.564586
781	Wintersleepers	0	10	6.7	1.781979
13553	The Driller Killer	0	40	4.9	2.773173
183252	Perfectly normal	0	1	5.5	0.083899
3777	Throne of Blood	0	181	7.7	6.471043
11659	The Best of Youth	0	88	8.0	6.040001
24065	Guncrazy	0	12	5.0	4.797893
39907	Bang Rajan	0	7	6.9	1.1483370000000002
26612	Treasure Island	0	36	5.6	3.301143
10604	Zorba the Greek	0	55	7.0	4.813635
44098	Undercurrent	0	11	5.8	2.936232
16876	Bang Bang You're Dead	0	53	7.2	3.2738549999999997
37437	My Side of the Mountain	0	10	6.4	0.437809
141003	The Thin Blue Lie	0	1	6.0	0.0826
14782	The Unsaid	0	32	6.8	5.526635
77780	Twister	0	5	5.0	0.720198
9545	Sniper	18994653	109	5.9	9.337392999999999
53117	Don't Tell Anyone	0	6	5.5	0.8022859999999999
41651	Ghost in the Machine	0	19	5.0	2.404331
29270	A Time for Drunken Horses	0	22	6.6	2.391796
28030	Genghis Blues	0	6	6.4	0.692364
16514	To Hell and Back	0	15	6.6	1.715253
1926	11'09''01 - September 11	0	24	6.1	3.103918
31112	Bon Voyage, Charlie Brown (and Don't Come Back!)	2013193	12	6.2	0.594899
11060	Internal Affairs	27734391	71	6.5	5.439941999999999
17365	The Parallax View	0	70	6.9	4.43233
11474	The Warriors	22490039	451	7.4	11.457298
63888	Mayerling	0	5	6.6	0.783968
49320	Ambush	0	13	6.3	0.9994649999999999
10916	Babylon 5: A Call to Arms	0	36	6.9	8.389329
10921	Babylon 5: The River of Souls	0	29	6.1	2.203009
10941	Babylon 5: Thirdspace	0	39	6.4	5.579911
42204	FM	0	6	6.7	0.266786
33157	Waterloo	3052000	33	7.1	3.240624
24798	True Stories	0	22	6.1	3.09897
277073	North Beach	0	0	0.0	0.21008800000000002
4923	Zardoz	0	106	5.8	10.698934
36741	School for Scoundrels	0	20	6.6	1.332883
11656	The Virgin Spring	0	129	7.8	10.353794
16284	Ice Cold in Alex	0	14	7.5	2.750367
25009	Mogambo	0	38	6.2	2.9941869999999997
91226	Demon Lover Diary	0	1	5.0	0.001393
171229	Second Skin	0	6	6.3	0.831471
45926	Victory	0	3	4.7	1.064921
40092	The Secret Life of Walter Mitty	0	35	6.9	3.039934
10133	Cypher	0	196	6.7	7.348974
82838	The Rack	0	4	3.5	1.088216
14589	Another Thin Man	0	20	7.0	1.881187
14594	The Thin Man Goes Home	0	15	6.4	5.650608
14590	Shadow of the Thin Man	0	17	6.2	2.671234
14588	After the Thin Man	0	30	7.1	7.201727
14595	Song of the Thin Man	0	16	6.6	1.148166
9459	Woodstock	34505110	67	7.1	3.624542
465	Junior Size 36	0	4	5.3	3.2002990000000002
86600	The Internecine Project	0	4	7.8	1.672384
20644	Love Crazy	0	6	7.9	1.175665
24965	Gunga Din	0	38	6.6	7.425486
192936	Frank Herbert's Children of Dune	0	61	6.8	3.6367910000000006
876	Frank Herbert's Dune	0	114	6.7	14.612842
1583	Lammbock	0	66	7.0	9.634205
17653	The Legend I	3956913	45	7.1	3.7826150000000003
11069	Tremors 2: Aftershocks	0	209	5.9	9.877868
10829	Tremors 3: Back to Perfection	0	149	5.4	10.191148
19425	The Peanut Butter Solution	0	10	5.7	0.797308
108055	Hallelujah I'm a Bum	0	2	2.5	0.511273
86959	Getting It Right	0	3	4.7	0.11221300000000001
9698	Straight to Hell	0	6	4.8	1.044389
57946	Margaret Cho: Notorious C.H.O.	0	2	4.0	0.10403699999999999
45044	Friday Night	0	1	5.0	0.326438
26860	White Zombie	0	52	5.9	2.692891
29049	The Plague of the Zombies	0	24	6.0	4.63932
27130	I Walked with a Zombie	0	54	6.7	3.511113
8468	Highway 61	0	7	6.0	1.078271
31952	The Vampire Lovers	0	36	6.5	3.4480180000000002
39043	Countess Dracula	0	30	5.7	1.9799069999999999
54396	The Cheerleaders	0	2	4.5	0.45785200000000004
22682	How to Succeed in Business Without Really Trying	0	12	6.6	3.0146349999999997
11577	Pat Garrett & Billy the Kid	11000000	67	7.2	5.781236
42402	The Left Handed Gun	0	21	5.5	1.866255
21159	The Last Man on Earth	0	82	6.6	4.471808
40810	The Streetfighter	0	21	7.0	0.8349690000000001
40812	Return of the Street Fighter	0	14	5.9	0.905518
336	Duck, You Sucker	0	176	7.7	9.611094
11942	Bring Me the Head of Alfredo Garcia	0	89	7.0	4.139461
36206	Ride the High Country	0	40	7.1	3.102999
23330	The Ballad of Cable Hogue	5000000	48	6.9	2.5379549999999997
5927	Junior Bonner	0	27	6.4	1.464329
49636	Master of the Flying Guillotine	0	27	5.9	1.863293
3075	Frankenstein Must Be Destroyed	0	26	6.4	2.049849
30137	The Haunted Palace	0	31	6.4	10.576153
5521	Finder's Fee	0	13	5.8	6.693644
27636	The Whip and the Body	0	25	6.2	2.227007
222	Berlin: Symphony of a Great City	0	11	8.0	0.6927449999999999
10686	Samurai Fiction	0	18	6.9	3.121214
43096	Gidget	0	13	5.9	0.8023640000000001
42688	Wild in the Streets	0	11	6.0	2.619751
25598	The Indian Runner	191125	23	6.2	7.2189570000000005
25858	Drunken Angel	0	54	7.7	3.12255
14262	Desperate Living	0	29	6.7	1.335691
38701	The Devil's Rain	0	14	5.5	1.750414
33357	The Valachi Papers	0	18	7.4	1.725038
21948	Rolling Thunder	0	48	6.7	4.7213080000000005
30368	Stray Dog	0	56	7.3	2.787661
1059	The Hidden Fortress	0	117	8.0	5.624255000000001
12493	High and Low	0	123	8.2	8.815184
42090	After the Rehearsal	0	9	6.3	2.281167
13122	The People Under the Stairs	0	150	6.4	12.709349000000001
55730	My New Gun	0	2	6.0	0.178585
14273	Dark Days	0	36	7.7	0.689963
26940	A Night in Casablanca	0	30	7.3	2.3292040000000003
11030	Zelig	11798616	209	7.4	5.94179
29454	Face to Face	0	18	6.9	1.8146740000000001
26372	Shame	0	42	7.6	5.305396
11506	The Silence	0	70	7.5	3.822314
29455	Winter Light	0	77	7.6	4.338439
11602	Through a Glass Darkly	0	98	7.6	4.955553
29453	The Magician	0	44	7.4	7.6067089999999995
11700	Smiles of a Summer Night	0	58	7.6	4.354106
47735	Summer with Monika	0	52	7.6	3.180818
14638	The Killers	0	81	7.6	4.2979650000000005
14703	The Night of the Iguana	12000000	36	6.9	2.560454
35806	Freud: The Secret Passion	0	10	6.2	1.1143020000000001
3547	Reflections in a Golden Eye	0	16	6.1	3.13517
41089	Under the Volcano	0	20	6.7	1.55558
42179	Wise Blood	0	22	6.5	1.323923
28415	The Yakuza	0	29	6.9	3.037477
107499	A Better Place	0	1	9.0	0.33244
20481	Nightbreed	8862354	106	6.4	6.372135
5481	Shock	0	21	6.4	0.9927739999999999
5482	Rabid Dogs	0	29	7.4	1.709155
5485	Baron Blood	0	19	6.3	1.0175319999999999
31581	Bloody Mama	0	17	5.9	4.257796
22694	The Trip	0	18	5.8	1.3384850000000001
7090	Ken Park	447741	136	5.7	12.630419
42632	Monterey Pop	0	18	7.2	8.003836
5902	A Bridge Too Far	50750000	210	7.0	7.719173
10775	Infernal Affairs	8708932	490	7.7	10.363082
4552	A Tale of Two Sisters	0	234	7.0	6.247028
12762	Broadway Danny Rose	10600497	104	7.2	5.892277
14510	From Beyond	1261000	105	6.5	7.522655
101363	The Wonderful Ice Cream Suit	0	0	0.0	0.086764
15618	Robot Jox	0	32	5.3	3.312779
24341	Dolls	0	80	6.1	4.545885
10690	Space Truckers	1614266	38	5.6	3.596317
40028	Not of This Earth	107352	14	4.5	1.569865
26326	Rock 'n' Roll High School	0	39	6.6	3.019609
13282	Death Race 2000	8000000	125	6.0	6.064898
27658	Cockfighter	0	8	6.1	1.044611
22642	A Bucket of Blood	0	31	6.4	2.7286509999999997
29235	Premature Burial	1250000	27	6.1	9.555852
42725	The Wild Angels	0	17	5.8	5.808639
24111	Bedlam	0	17	6.1	1.8565369999999999
17921	Planet of the Vampires	0	41	6.2	2.512247
22627	Pure Country	0	18	6.8	2.803846
18283	Brigadoon	0	33	6.8	12.645217
